,model_type,clf_details,chosen_params,split_date,start_date_train,end_date_train,start_date_test,end_date_test,random_baseline,p_at_1pct,recall_at_1pct,f1_at_1pct,p_at_2pct,recall_at_2pct,f1_at_2pct,p_at_5pct,recall_at_5pct,f1_at_5pct,p_at_10pct,recall_at_10pct,f1_at_10pct,p_at_20pct,recall_at_20pct,f1_at_20pct,p_at_30pct,recall_at_30pct,f1_at_30pct,p_at_50pct,recall_at_50pct,f1_at_50pct,auc-roc
10,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.44782608695652176,0.017950505402579295,0.03451742627345844,0.420824295010846,0.033809689787382365,0.06259074044200678,0.398959236773634,0.0801673056814221,0.13350747351618053,0.38811795316565484,0.1559776925758104,0.2225261064147191,0.36491760624457936,0.2933077727431161,0.32521739130434785,0.3499566348655681,0.42192401533635415,0.3825853350189634,0.33535686410545484,0.6739281979783897,0.4478545370316752,0.6501444510332625
11,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.46956521739130436,0.018821889159986057,0.03619302949061662,0.44251626898047725,0.03555245730219589,0.06581706726891434,0.4137033824804857,0.08313001045660509,0.13844144536351763,0.38811795316565484,0.1559776925758104,0.2225261064147191,0.3677363399826539,0.29557337051237365,0.3277294685990338,0.3509684880023128,0.4231439525967236,0.3836915297092288,0.3352701413580782,0.6737539212269084,0.4477387225664485,0.6512861825444607
12,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.30869565217391304,0.01237364935517602,0.02379356568364611,0.18655097613882862,0.014987800627396306,0.02774641071140507,0.38074588031222895,0.0765074939003137,0.1274125671165288,0.33868169991326974,0.1361101429069362,0.19418199900546992,0.18408499566348654,0.14796096200766817,0.16405797101449274,0.32393755420641807,0.3905542000697107,0.35414032869785084,0.3450698118116382,0.6934471941443011,0.4608257571370664,0.6021486336752979
13,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.4608695652173913,0.018473335657023353,0.035522788203753354,0.4360086767895879,0.03502962704775183,0.06484916922084208,0.419774501300954,0.08434994771697456,0.1404730808300682,0.38638334778837813,0.15528058556988497,0.22153157633018397,0.36383347788378145,0.2924363889857093,0.3242512077294686,0.3550159005492917,0.42802370163820147,0.38811630847029077,0.3298066082733501,0.6627744858835831,0.440442411257166,0.6438391785202521
14,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.4260869565217391,0.017079121645172533,0.03284182305630026,0.42733188720173537,0.03433252004182642,0.06355863849007905,0.40242844752818735,0.08086441268734751,0.13466840806849514,0.38508239375542064,0.15475775531544092,0.2207856787667827,0.3670858629661752,0.2950505402579296,0.32714975845410627,0.35429314830875974,0.4271523178807947,0.38732616940581543,0.3361373688318446,0.6754966887417219,0.4488968672187156,0.6516880350585474
15,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.47391304347826085,0.01899616591146741,0.03652815013404826,0.44468546637744033,0.03572673405367724,0.0661396999516051,0.411968777103209,0.08278145695364239,0.13786097808736034,0.39288811795316564,0.15789473684210525,0.22526106414719044,0.37055507372072854,0.29783896828163126,0.33024154589371985,0.3537149465163342,0.4264552108748693,0.38669405815423513,0.3356170323475848,0.6744510282328338,0.44820198042735543,0.6522202858138724
16,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.004347826086956522,0.0001742767514813524,0.0003351206434316354,0.0021691973969631237,0.0001742767514813524,0.00032263268269075657,0.0008673026886383347,0.0001742767514813524,0.0002902336380786533,0.0004336513443191674,0.0001742767514813524,0.0002486325211337643,0.3163486556808326,0.2542697804112931,0.28193236714975844,0.2870771899392888,0.34611362844196586,0.3138432364096081,0.43075188621975546,0.8656326246078773,0.5752504487810527,0.536166157919382
17,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.30869565217391304,0.01237364935517602,0.02379356568364611,0.28199566160520606,0.02265597769257581,0.04194224874979836,0.27840416305290544,0.055942837225514117,0.0931649978232477,0.3217692974848222,0.12931334959916346,0.18448533068125308,0.3152645273200347,0.25339839665388636,0.28096618357487924,0.3070251517779705,0.3701638201463925,0.3356510745891277,0.30144826988118983,0.6057859881491809,0.4025710811280329,0.5794491899023095
18,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.3,0.012025095852213315,0.02312332439678284,0.3036876355748373,0.024398745207389334,0.04516857557670592,0.3061578490893322,0.06151969327291739,0.10245247424176462,0.32003469210754554,0.12861624259323806,0.18349080059671805,0.3202515177797051,0.2574067619379575,0.28541062801932365,0.3152645273200347,0.38009759498082957,0.3446586599241466,0.30032087416529357,0.6035203903799233,0.4010654930800857,0.5881113983031028
19,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.3173913043478261,0.012722202858138723,0.024463806970509382,0.31670281995661603,0.025444405716277447,0.047104371672850455,0.3026886383347788,0.06082258626699198,0.10129153968945,0.313529921942758,0.12600209132101778,0.17976131277971158,0.3219861231569818,0.2588009759498083,0.28695652173913044,0.3217692974848222,0.3879400487974904,0.35176991150442477,0.30404995230248894,0.6110142906936215,0.40604551508483405,0.5916736402515419
20,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.004347826086956522,0.0001742767514813524,0.0003351206434316354,0.0021691973969631237,0.0001742767514813524,0.00032263268269075657,0.3096270598438855,0.062216800278842806,0.10361340879407924,0.3113616652211622,0.12513070756361103,0.17851815017404277,0.31006071118820466,0.24921575461833392,0.276328502415459,0.30529054640069386,0.3680724991286162,0.3337547408343869,0.29346977712253924,0.5897525270128965,0.39191615032717586,0.5651822361442438
21,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.34347826086956523,0.01376786336702684,0.0264745308310992,0.3470715835140998,0.027884280237016383,0.05162122923052105,0.32350390286209885,0.06500522830254445,0.10825714700333769,0.34518647007805725,0.1387242941791565,0.1979114868224764,0.33759757155247183,0.27134890205646567,0.3008695652173913,0.3339115351257589,0.40257929592192404,0.3650442477876106,0.3083860896713208,0.6197281282676891,0.4118362383461695,0.610443990771631
22,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.3826086956521739,0.01533635413035901,0.029490616621983917,0.3839479392624729,0.030846985012199374,0.05710598483626392,0.3746747614917606,0.07528755663994423,0.1253809316499782,0.35819601040763227,0.14395259672359706,0.2053704624564893,0.351040763226366,0.2821540606483095,0.31285024154589375,0.3420063602197167,0.41233879400487977,0.3738938053097346,0.31783886913537424,0.6387242941791565,0.4244600150558805,0.6262325892998601
23,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.34347826086956523,0.01376786336702684,0.0264745308310992,0.3752711496746204,0.030149878006273962,0.055815454105500886,0.3616652211621856,0.07267340536772394,0.12102742707879843,0.3577623590633131,0.1437783199721157,0.20512182993535552,0.3577623590633131,0.2875566399442314,0.31884057971014496,0.3404163052905464,0.41042174973858486,0.3721554993678887,0.3187928193565172,0.6406413384454513,0.4257339741733743,0.6279946303647942
24,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.004347826086956522,0.0001742767514813524,0.0003351206434316354,0.0021691973969631237,0.0001742767514813524,0.00032263268269075657,0.0008673026886383347,0.0001742767514813524,0.0002902336380786533,0.0004336513443191674,0.0001742767514813524,0.0002486325211337643,0.3226366001734605,0.2593238062042523,0.28753623188405797,0.28360797918473546,0.3419309864064134,0.31005056890012644,0.4078570809123233,0.8196235622168003,0.5446754299612022,0.5302978900190473
25,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.3217391304347826,0.012896479609620077,0.02479892761394102,0.22342733188720174,0.017950505402579295,0.033231166317147925,0.27840416305290544,0.055942837225514117,0.0931649978232477,0.3217692974848222,0.12931334959916346,0.18448533068125308,0.3180832610581093,0.25566399442314397,0.28347826086956524,0.3099161607400983,0.3736493551760195,0.3388116308470291,0.30058104240742345,0.6040432206343673,0.4014129364757658,0.5787726440323163
